then and there,immediately
tough upbringing,a difficult childhood
transform,"to change something completely, usually to improve it"
transition,"when something changes from one system or method to another, often gradually"
troublemaker,"someone who intentionally causes problems for other people, especially people who are in a position of power or authority"
touch,"If something kind that someone says or does touches you, it makes you feel pleased or a little sad."
turn nasty,"become unpleasant, dangerous or violent"
under the weather,ill
universal,"relating to everyone in the world, or to everyone in a particular group"
up to the mark,good enough
viable,effective and able to be successful
vice versa,used for referring to the opposite of what you have just said
villain,"a bad person in a film, book, etc"
work out,to happen or develop in a particular way
abundance,a lot of something
adequate,"good enough, but not very good"
applicant,"a person who formally requests something, especially a job, or a place at college or university"
bear in mind,to remember a piece of information when you are making a decision or thinking about a matter
on behalf of,representing; instead of
caretaker,"a person employed to take care of a large building, such as a school, and who deals with the cleaning, repairs, etc."
circulate,to give or send information to a group of people
cliff,"high, steep rocks beside the sea"
come to terms with,to gradually accept a sad situation
commence,to begin something
competitive salary,a good salary compared to the amount paid for similar jobs
in compliance with,"obeying an order, rule, or request"
crystal clear,extremely clear
curriculum vitae,"a short written description of your education, qualifications, previous jobs, which you send to an employer when you are trying to get a job"
distress,the feeling of being extremely upset or worried
doting,extremely loving and caring
drive sb mad,to make someone extremely annoyed
eliminate,"to remove something from something, or get rid of something"
enclosed,sent to someone in an envelope with a letter
enrol,"to become or make someone become an official member of a course, college, or group"
entrepreneur,"someone who starts their own business, especially when this involves risks"
equivalent,"something that has the same value, importance, size, or meaning as something else"
exceed,to be more than a particular number or amount
not lift a finger,to not make any effort to help
flick through sth,"to look quickly at the pages of a magazine, book, etc."
formal qualification,"an official record showing that you have finished a training course or have the necessary skills, etc"
funds,money needed or available to spend on something
get sth off the ground,"If a plan or activity gets off the ground or you get it off the ground, it starts or succeeds."
get to the point,say the thing that is most important
give out,"If a machine or part of your body gives out, it stops working."
guerrilla,"using unusual methods to get attention for your ideas, products, etc"
have a row with,to have a noisy argument or fight
idyllic,"an idyllic place or experience is extremely pleasant, beautiful, or peaceful."
inspirational,making you feel hopeful or encouraged
lead sb to believe,"to cause someone to believe something, especially something incorrect"
look into,to examine the facts about a problem or situation
make up your mind,to decide
marina,an area of water where people keep their boats
move on,to leave the place where you are staying and go somewhere else
naturalist,a person who studies and knows a lot about plants and animals
no wonder,It is not surprising.
outcome,the final result of an activity or process
overlook,to not notice or consider something
peak,peak times are the times when most people are using or doing something
people skills,the ability to relate well to other people and be liked
prompt,"done or acting quickly and without waiting, or arriving at the correct time"
predecessor,the person who was in a job or position before
puzzle over sth,to try to solve a problem or understand a situation by thinking carefully about it
reclaim,to make land good enough to be used for growing crops
respectively,in the same order as the people or things you have just talked about
rule out,"""to decide or state that something is impossible or will not happen, or that something or someone is not suitable"""
scruffy,dirty and untidy
shatterproof,"Shatterproof glass or plastic, etc. is made so that it will not break into small pieces."
sideline,"a line that shows the position of the side areas of play, especially for football"
sincere,honest and saying or showing what you really feel or believe
snuggle,"to move yourself into a warm and comfortable position, especially one in which your body is against another person or covered"
speak your mind,to say what you think about something very directly
speedy,done quickly
split second,a very short moment of time
stink,to be extremely bad or unpleasant
make straight for,to go immediately in the direction of a place or thing
swarm with,"If a place is swarming with people or things, there are large numbers of them moving around it."
tight-knit,closely connected
tough,difficult to do or to deal with
track,"a type of path or road, often in the shape of a ring, which has been specially designed and built for sports events, especially racing"
in trouble,"in a situation in which you experience problems, usually because of something you have done wrong or badly"
underdone,"describes food, especially meat, that is cooked for only a short time, or for less time than is necessary"
an unearthly hour,a time that is not at all convenient because it is too early in the morning or too late at night
What’s the catch?,What is the hidden problem or disadvantage?
windscreen,the window at the front of a vehicle
Aboriginal,relating or belonging to the original race of people who lived in Australia
all year round,"throughout the year, continuously"
anything goes,There are no boundaries or limits to behaviour.
aspect,"one part of a situation, problem, subject, etc"
body language,"the movements or positions of your body that show other people how you are feeling, even though you do not tell them in words"
break down,"If a machine or vehicle breaks down, it stops working."
bustling,full of people and activity
buy in bulk,to buy in large amounts
catch sight of,see for a moment
chill out,"to relax completely, or not allow things to upset you"
cosmopolitan,consisting of people and things from many different countries
crude,rude and offensive
crumb,"a very small piece of bread, cake or biscuit"
dos and don’ts,rules about what you must do and must not do in a particular situation
erect,to build or put up a structure
essentially,used when you are emphasizing the basic facts about something
face a challenge,deal with something needing great mental or physical effort in order to be done successfully
faded,less bright in colour than before
feel at home,to feel comfortable and relaxed
get around,to travel to different places
get away from it all,"to go somewhere to have a holiday, often because you need to rest"
get to know sb/sth,to spend time with someone or something so that you gradually learn more about them
get together,"If two or more people get together, they meet each other, having arranged it before."
getaway,a short holiday
go through sth,to experience a difficult or unpleasant situation
graze,to injure your skin by rubbing it against something rough
head for,to travel in the direction of
huddle,"to come close together in a group, or to hold your arms and legs close to your body, especially because of cold or fear"
iceberg,a very large piece of ice that floats in the sea
insider knowledge,information (often hidden) gained by someone who is an accepted member of a group
intervention,"when someone intervenes, especially to prevent something from happening"
larder,"a cupboard or small room used, especially in the past, for storing food in a person’s home"
literally,having the real or original meaning of a word or phrase
mark (an anniversary),to show respect for or commemorate
migrate,"when animals migrate, they travel from one place to another at the same time each year."
mingle,"to mix, or be mixed with"
musty,smelling old and slightly wet in an unpleasant way
people-watch,to observe the people around you as a way to pass the time
perceive,to notice something that is not easy to notice
pop over,to go to a particular place
rancid,Rancid fat smells and tastes bad because it is not fresh.
read between the lines,to try to understand someone’s real feelings or intentions from what they say or write
remnant,a piece of something that continues to exist when the rest of that thing has gone
rotten,Rotten vegetable or animal substances are decaying.
rub,to press your hand or a cloth on a surface and move it backwards and forwards
rub off,"If a quality or characteristic that someone has rubs off, other people begin to have it because they have been with that person and learnt it from them"
sarcastic,using sarcasm
scatter,to throw objects over an area so that they land apart from each other
scent,a pleasant smell
scratch beneath the surface,to look further than what is obvious
scrub,to clean something by rubbing it hard with a brush
self-deprecating,"trying to make yourself, your abilities or your achievements seem less important"
set up,"to formally establish a new company, organization, system, way of working, etc"
shed,"a small building, usually made of wood, used for storing things"
shriek,"a short, loud, high cry, especially one produced suddenly as an expression of a powerful emotion"
skim,"to move quickly, and almost or just touch the surface of something"
social glue,something which brings people together
snap,to take a photograph of someone or something
sprawling,A sprawling city covers a large area and looks untidy.
sprinkle,to gently drop small pieces of something over a surface
stale,old and not fresh
stench,a very unpleasant smell
tackle,to try to deal with a problem
thriving,"growing, developing or successful"
tip of the iceberg,"a small noticeable part of a problem, the total size of which is really much greater"
try out,to use something to discover if it works or if you like it
turn out,"to happen in a particular way or to have a particular result, especially an unexpected one"
turn up,to arrive
vary,to change
work sth out,to understand something or to find the answer to something by thinking about it
absorbing,very interesting
approve,to allow or officially agree to something
assassinate,to kill someone famous or important
back road,a small road which does not have much traffic on it
bank,(of an aircraft) to fly with one wing higher than the other when turning
bank on sb/sth,to expect something or depend on something happening
bar,except
bar code,"a small rectangular pattern of thick and thin black lines of magnetic ink printed on a product, or on its container, etc. so its details can be read by and recorded on a computer"
beat,to mix something repeatedly using a utensil such as a spoon or whisk
biro,a type of ballpoint
bleep,"a short, high electronic noise"
cast your eye over sth,to look quickly at something
coincidence,when two very similar things happen at the same time but there is no reason for it
collar,a narrow piece of leather or plastic that you fasten round the neck of an animal
condemned,"A condemned person is someone who is going to be killed, especially as a punishment for having committed a very serious crime, such as murder."
contour,"the shape of a mass of land or other object, especially its surface or the shape formed by its outer edge"
courting,having a romantic relationship with someone that you hope to marry
dashboard,the part facing the driver at the front of a car with controls and equipment to show things such as speed and temperature
disposable,intended to be thrown away after use
enchanting,very nice
engrossing,"very interesting, and needing all your attention"
enrich,to improve the quality of something by adding something
eye,the hole in a needle through which you put the thread
figure,"to be, appear, take part or be included in something"
flat,A flat musical note sounds unpleasant because it is slightly lower than it should be.
flat out,as fast or as hard as possible
flexible,A flexible substance can bend easily without breaking.
gearbox,a metal box containing the gears in a vehicle
take sth for granted,to believe something to be the truth without thinking about it
grotesque,"strange and unpleasant, especially in a ridiculous or slightly frightening way"
hackneyed,describes a phrase or an idea which has been said or used so often that it has become boring and has no meaning
hiccup,to make a loud noise in the throat because of a sudden uncontrollable tightening of a muscle just below the chest
hideous,very ugly
ill-conceived,badly planned or not wise
impractical,"Impractical ideas, methods, etc cannot be used or done easily."
indispensable,completely necessary
ingenious,"very clever and involving new ideas, equipment, or methods"
inspired,showing a lot of skill and good ideas
laundry,"the dirty clothes and sheets which need to be, are being or have been washed"
let down,"If you let down something filled with air, you cause the air to go out of it."
mean,"In maths, a mean number is an average number."
be no mean feat,to be a great acheivement
mess sth up,to make something untidy or dirty
mini,small
monstrous,very bad or cruel
mop,a stick with soft material fixed at one end used for cleaning floors
nominee,a person or a piece of work which has been nominated
at short notice,only a short time before something happens
hand in your notice,to tell your employer that you intend to leave your job after a particular period of time
patent,a legal right that a person or company receives to make or sell a particular product so that others cannot copy it
pivotable,able to turn around a fixed point
put sth on,"to make a device operate, or to cause a device to play something, such as a DVD, by pressing a switch"
put weight on,"If people or animals put weight on, they become heavier."
pointless,Something that is pointless has no purpose.
ravishing,very beautiful
repulsive,"extremely unpleasant, especially to look at"
run a bath,to fill a bath with water for washing
ice rink,"an area of ice, usually inside a building, which is prepared for people to ice skate on"
SatNav,"satellite navigation: a system of computers and satellites, used in cars and other places that tell you where something is, where you are, or how to get to a place"
score,20 or approximately 20
on that score,about the thing or subject which has just been mentioned
sliced bread,bread which has already been cut into thin pieces
stick,to bear or accept something or someone unpleasant
stow,to put something in a particular place until it is needed
stunning,very beautiful
suction pad,a piece of rubber which sticks to surfaces when pressed against them
thread,"a long, thin piece of cotton, wool, etc that is used for sewing"
treadmill,a machine with a moving part which you run on for exercise
treat yourself,"to buy something for yourself or do something enjoyable, especially to reward yourself or make yourself feel good"
trivial,small and not important
vain,too interested in your own appearance and thinking you are very attractive
accessibility,how easy something is to understand
accomplish,to succeed in doing something good
blown away,very surprised or pleased
buff,a person who knows a lot about and is very interested in a particular subject
buzzing,busy and full of energy
distinctive,Something that is distinctive is easy to recognize because it is different from other things.
dreadlocks,a hairstyle in which the hair hangs in long thick twisted pieces
eco-friendly,describes a product that is designed so that it does not damage the environment
emerge,to become known
eminently,very
evocative,making you remember or imagine something pleasant
evolve,"to develop or make something develop, usually gradually"
facilitate,to make something possible or easier
forge a career,"to make a career for yourself, especially with some difficulty"
forge a link,"to make a connection, especially with some difficulty"
forge a signature,to make an illegal copy of someone’s signature in order to deceive
glimmer,a slight sign of something good or positive
haunted,showing signs of suffering or severe anxiety
heroism,very brave behaviour
hip,fashionable
hit on sth,"to think of an idea when you didn’t expect or intend to, especially one that solves a problem"
be in the know,to have knowledge about something which most people do not have
insight,"(the ability to have) a clear, deep and sometimes sudden understanding of a complicated problem or situation"
integrate,to combine two or more things to make something more effective
leap,a big jump
leeway,freedom to do what you want
linger,to stay somewhere for a long time
lowbrow,(of entertainment) not complicated or demanding much intelligence to be understood
be in two minds,to be unable to decide about something
mind-blowing,extremely exciting or surprising
opaque,"If an object or substance is opaque, you cannot see through it."
outdated,not modern enough
PA (Public Address system),"equipment for making sound, especially someone’s voice, louder in a public place"
palpable,very obvious
pay tribute to sb/sth,to praise someone or something
pipe,"When a recording (especially music) is piped it is played quietly and continuously in public places, such as airports, hotels and shops."
quasi,partly
quirky,unusual in an attractive and interesting way
rave,admiring; giving praise
reassurance,words of advice and comfort intended to make someone feel less worried
ring the changes,to do something in a different way in order to make it more interesting
ring true,"If something someone says or writes rings true, it seems to be true."
seamlessly,"When something is done seamlessly, any changes, difficulties or joins are not visible."
sleek,attractive and expensive-looking
stand the test of time,"If something stands the test of time, it is still popular, strong, etc. after a long time."
stand up,to not be changed or damaged by something
subtitled,A subtitled film or television programme has words shown at the bottom of the screen to explain what is being said.
switch sides,to suddenly move from one team or army to its rival
thought-provoking,making you think a lot about a subject
touchy-feely,"kind and loving, especially by touching and holding people more than is usual, often in a way that makes other people uncomfortable"
triumph,"an important success, achievement, or victory"
undeniably,in a way which is certainly true
unforgiving,Something which is unforgiving doesn’t allow you to make mistakes or show weaknesses.
be up there (with sb),to match someone else in ability or in a particular skill
wishful thinking,when you want something to happen or be true but it is impossible
analytical,"examining the details of something carefully, in order to understand or explain it"
appealing,attractive or interesting
bound,certain or extremely likely to happen
broadcaster,someone whose job is to speak on radio or television programmes
caper,"an illegal, unusual or entertaining activity"
caption,words written under a picture to explain it
catchy,(especially of a tune or song) pleasing and easy to remember
competent,able to do something well
competence,an important skill that is needed to do a job
consultant,someone who advises people about a particular subject
detour,"a different, longer route to a place that is used to avoid something or to visit something"
economically,"using little money, time, etc."
extract,"to get the money, information, etc that you want from someone who does not want to give it to you"
eye-catching,"attractive, interesting, or different enough to be noticed"
follow up on sth,"to find out more about something, or take further action connected with it"
font,a set of letters and symbols that are printed in a particular design and size
grab sb’s attention,to attract someone’s attention
interpreter,someone whose job is to change what someone else is saying into another language
key information,information which is very important
layout,the way that something is arranged
medieval,relating to the period in Europe between about AD 500 and AD 1500
omit,to fail to include or do something
perspective,a particular way of considering something
plains,a large area of flat land
proactive,taking action by causing change and not only reacting to change when it happens
problem-solving skills,the ability to deal with problems
prospectus,"a book or magazine which gives information about a school, college, or business for future students or customers"
pursue,"If you pursue a plan, activity, or situation, you try to do it or achieve it, usually over a long period of time."
reasoned,"If an argument is (well) reasoned, it is clear and carefully considered."
sector,one part of a country’s economy
seize,to do something quickly when you have the opportunity
self-reliance,not needing help or support from other people
stand out,to be very easy to see or notice
structured,well organised
sub-head,"a word, phrase or sentence which is used to introduce part of a text"
symmetrical,"having parts that match each other, especially in a way that is attractive, or similarity of shape or contents"
synthesise,"to mix different ideas, influences or things to make a whole which is different or new"
take the initiative,to take the power or opportunity to win an advantage
tinged (with),containing a slight amount of
transferable skills,"skills which can be used in a different job, team, place of work, etc."
undertaking,"a difficult or important piece of work, especially one that takes a long time"
upper case,"If letters are in upper case, they are written as capitals."
well-proportioned,having parts of an appropriate size or shape
advocate,someone who supports a particular idea or way of doing things
afresh,"If you do something afresh, you do it again in a different way."
alliance,an agreement to work with someone else to try to achieve the same thing
beyond all doubt,certainly
bigger picture,the most important facts about a situation and the effects of that situation on other things
cast doubt,to make something seem uncertain
complacent,feeling so satisfied with your own abilities or situation that you do not feel that you need to try any harder
conform,to behave in the way that most other people behave
constitute,to be or form something
cue,to give somone a signal to do something
denounce,"to publicly criticize someone or something, or to publicly accuse someone of something"
destabilise,"to make a government, area or political group lose power or control, or to make a political or economic situation less strong or safe, by causing changes and problems"
dispensable,more than you need and therefore not necessary; that can be got rid of
down-to-earth,practical and realistic
drive a hard bargain,to expect a lot in exchange for what you pay or do
ease,"to make or become less severe, difficult, unpleasant, painful, etc"
ease off,to gradually stop or become less
ease sb’s mind,to stop someone from worrying about something
envisage,"to imagine something happening, or think that something is likely to happen"
err,to make a mistake or to do something wrong
erroneous,not correct
evaluate,to consider or study something carefully and decide how good or bad it is
flight of fancy,an idea which shows a lot of imagination but which is not practical
fearless,not frightened of anything
fraction,"a number less than 1, such as 1/2 or 3/4"
to the full,as much or as well as possible
further afield,a long distance away
grapple with sth,to try to deal with or understand a difficult problem or subject
handler,"a person who trains and is in charge of animals, especially dogs"
ingenuity,skill at inventing things or finding new ways to solve problems
innovator,someone who uses or designs new methods or products
intrigue,"to interest someone a lot, especially by being strange, unusual or mysterious"
invaluable,extremely useful
IQ,intelligence quotient: a measure of someone’s intelligence found from special tests
kinaesthetic,having a sense of where the parts of your body are and how they are moving
latch onto,"to become interested in an idea, story or activity, and to start to use it"
manipulate,to control someone or something in a clever way so that they do what you want them to do
maverick,someone who thinks and behaves in an unusual way
mussel,a small sea creature that has a black shell in two parts and that can be eaten
nurture,to encourage or support the development of someone or something
octopus,a sea creature with eight long arms
orientate,"to aim something at someone or something, or make something suitable for a particular group of people"
overriding,more important than others
paella,"a Spanish dish consisting of rice mixed with vegetables, fish and chicken"
paper over the cracks,"to hide problems, especially arguments between people, in order to make a situation seem better than it really is"
pool,to collect something such as money or resources in order for it to be used by several different people or groups
ponder,to think carefully about something
ponderous,Ponderous speech or writing is boring or too serious.
psychic,"having a special mental ability, for example so that you are able to know what will happen in the future or know what people are thinking"
pundit,"someone who is an expert in a subject and often gives their opinions on television, radio, etc"
rock the boat,"If you rock the boat, you do or say something that will upset people or cause problems"
subtraction,the process of removing one number from another
sway,to persuade someone to change their opinion or decision
systematic,done using a fixed and organized plan
teamwork,when a group of people work well together
test sb’s patience,to annoy somebody
be tuned in,to have a good understanding of what is happening in a situation or what other people are thinking
unintentional,not planned or intended
drive a wedge between sb,to damage the good relationship that two people or groups of people have
aftertaste,the taste that a particular food or other substance leaves in your mouth when you have swallowed it
agony,"extreme suffering, either physical or mental"
awash,having an amount of something which is very large or larger than necessary or wanted
balmy,(of weather) pleasantly warm
binge,to eat too much food at one time
blind date,when two people who have never met each other go out for a romantic social meeting
take sth on board,to understand or accept an idea or a piece of information
cascade,a large amount of something
chocoholic,a person who loves chocolate and eats a lot of it
chug,"to make the sound of an engine or motor, or to move making this sound"
confine,to prevent someone from leaving a place or to prevent something from spreading
craving,a strong or uncontrollable want
current affairs,political news about events happening now
deactivate,to cause something to be no longer active or effective
debriefing,a meeting where you question someone in detail about work they have done for you
dedicated,designed to be used for one particular purpose
DNA,deoxyribonucleic acid; a chemical in the cells of living things which contains genetic information
encased,covered or surrounded completely
expose sb to sth,to make it likely that someone will experience something harmful or unpleasant
flag,to become tired or less interested in something
gel,"a thick, clear, liquid substance, especially a product used to style hair"
gene,a part of a cell that is passed on from a parent to a child and that controls particular characteristics
finale,"the last part of especially a musical or theatrical performance, which is often very exciting or emotional"
fleeting,short or quick
fluid,a liquid
gherkin,a small type of cucumber long thin green vegetable which is often pickled in vinegar
glittering,shining with a lot of small bright flashes of light
haze,"when the air is not very clear because of something such as heat or smoke, making it difficult to see well"
host,to provide the computer hardware and software which allows a website to exist on the Internet
initiate,to make something begin
loom,"to appear as a large, often frightening or unclear shape or object"
modify,to change something in order to improve it
murmur,to speak quietly so that you can only be heard by someone near you
pin sth down,to discover exact details about something
pinch,to hurt
plucky,brave
protein,"a substance which occurs in all living organisms as structural components of body tissues, like hair, muscles etc."
resist,to stop yourself from doing something that you want to do
sachet,a small bag containing a small amount of something
screech,to make an unpleasant loud high noise
slippery,smooth and wet and difficult to hold or walk on
sore,"painful, especially when touched"
stride,a long step when walking or running
take sth in your stride,to deal with a problem or difficulty calmly and not to allow it to influence what you are doing
have a sweet tooth,"If you have a sweet tooth, you like eating sweet foods, especially sweets and chocolate."
tingle,"If a part of your body tingles, the skin feels slightly uncomfortable."
torch,a thick stick with material which burns tied to the top of it in order to give light
touch on sth,to mention a subject quickly when speaking or writing about another subject
trait,"a quality, good or bad, in someone’s character"
tribute band,a group of musicians who play the music of a famous pop group and pretend to be that group
unravel,"If you unravel a difficult situation or story, or if it unravels, it becomes clear and easier to understand."
unscrupulous,behaving in a way that is dishonest or unfair in order to get what you want
vicious circle,"a continuing unpleasant situation, created when one problem causes another problem which then makes the first problem worse"
the wall,a point when you feel you can no longer continue
aggrieved,unhappy and angry because of unfair treatment
appalled,having strong feelings of shock or of disapproval
bespoke,specially made for a particular person
booth,"a small area that is separated from a larger public area, especially used for doing something privately"
bring to sb’s attention,"If something is brought to your attention, you notice it."
catwalk,"the narrow, raised path that people walk along in a fashion show"
civil liberties,"the rights of a person to do, think and say what they want if this does not harm other people"
come as a (complete) surprise,"When something comes as a surprise, you are not expecting it at all."
corduroy,"a thick cotton material with soft raised parallel lines in one direction, used especially for making clothes"
determine,to decide what will happen
draw sb’s attention to,"If someone draws someone’s attention to something, they make them notice it."
dress code,a set of rules for what you can wear
dress-down Friday,a day when the employees of a company can wear more casual clothes to work
drop in,"to visit someone verb, inf"
earpiece,a small device which fits inside a person’s ear
extrovert,An extrovert person is energetic and happy and enjoys being with other people.
flamboyant,Flamboyant clothes or colours are very bright and noticeable.
flatly,"If you flatly deny, refuse or disagree with something or someone, you do it completely or in a very clear and definite way."
fleece,"a warm, soft, light jacket, or the material used to make it"
flout,to intentionally not obey or accept something
garment,a piece of clothing
do sb good,to improve somebody’s health or life
hand sth down to sb,to pass traditions from older people to younger ones
give sb a hand,to help someone
herald,"to be a sign that something important, and often good, is starting to happen, or to make something publicly known, especially by celebrating or praising it"
human resources,"the department of an organization that deals with finding new employees, keeping records about all the organization’s employees, and helping them with any problems"
first impressions,the opinion you form when you meet someone or see something for the first time
make an impression,to cause someone to notice and admire you
innovation,"a new idea or method that is being tried for the first time, or the use of such ideas or methods"
intense,extreme or very strong
interact,"If two things interact, they have an effect on each other."
keep up with,"If someone or something keeps up with someone or something else, they do whatever is necessary to stay level or equal with that person or thing."
made-to-measure,"made specially to fit a particular person, room, etc"
overcome,"unable to act or think in the usual way, usually because you are feeling strong emotion"
plead,to ask for something in a strong and emotional way
press,to try hard to persuade someone to do something
prominent,describes something that is in a position in which it is easily seen
prospective,expected
public relations,the activity of keeping good relationships between an organization and the people outside it
make sb redundant,To make a person leave his/her job because the company no longer needs that person or has to reduce its staff.
reputation,"the opinion that people in general have about someone or something, or how much respect or admiration someone or something receives, based on past behaviour or character"
scenario,"a description of a situation, or of a situation that may develop in the future"
be on sb’s side,"If you are on somebody’s side, you support them, usually in an argument or difficult situation."
single sb/sth out,"to choose one person or thing from a group for special attention, especially criticism or praise"
sleeveless,A piece of clothing which is sleeveless has no sleeves.
sloppy,"describes clothes which are large, loose and often untidy; not taking care or making an effort"
smart card,"a small, plastic card that contains a very small computer and can be used to pay for things or to store personal information"
smart-casual,"describes clothes which are clean and tidy, but not too formal"
strip off,to remove your clothing
subtle,"not loud, bright, noticeable or obvious in any way"
sweatshop,a small factory where workers are paid very little and work many hours in very bad conditions
tailored,describes a piece of clothing that is shaped to fit a person’s body closely
tailoring,"the skill of repairing, making and making changes to clothes, especially jackets, trousers, coats, etc for men"
tape measure,a strip of plastic or metal that can be bent with measurements printed on it
three-dimensional,"having length, depth, and height"
toe the line,to do what you are ordered or expected to do
top-of-the-range,used for describing something that is the most expensive in a group of similar products
tuck,"to push a loose end of a piece of clothing or material into a particular place or position, especially to make it tidy or comfortable"
accompanist,someone who plays an instrument such as the piano or guitar while someone else sings or plays the main tune
accusation,when you say that someone has done something bad
acrimonious,"involving a lot of anger, disagreement, and bad feelings"
allied,joined by a formal agreement
applaud,"to clap your hands to show that you have enjoyed a performance, talk, etc"
baluster,the row of poles at the side of stairs and the wooden or metal bar on top of them
bead of sweat,a very small amount of sweat
burden,something difficult or unpleasant that you have to deal with or worry about
complexion,the colour and appearance of the skin on someone’s face
conceal,to hide something
counter,an opposing opinion or action
crown,"the top of a hat, head, or hill"
cunning,"clever at getting what you want, especially by tricking people"
detain,to delay someone for a short length of time
double chin,a fold of skin between the face and neck which is caused by a layer of fat developing under the skin
exasperated,annoyed
faithful,"If your husband, wife, or partner is faithful, they do not have a sexual relationship with anyone else."
fleeting,short or quick
deliberate,careful and without hurry
frankness,honesty
gesture,"a movement you make with your hand, arm, or head to express what you are thinking or feeling"
graceful,"moving in a smooth, relaxed, and attractive way, or having a smooth, attractive shape"
gulp,the act of eating or drink food or liquid quickly by swallowing it in large amounts
idle,not serious or having no real purpose
make an impact,to have a powerful effect on a situation or person
implication,when you seem to suggest something without saying it directly
incalculable,too big to measure
